benchmark,category,status,cputime (s),walltime (s),memUsage,status-4,cputime (s)-4,walltime (s)-4,memUsage-4,speedup-4
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,21.51312432,21.55944646,58707968,OK,28.50981555,9.51078953,64905216,2.266840875
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--md--dm-thin-pool.ko-entry_point.cil.out.c,SVC,OK,21.26425442,21.44237686,48353280,OK,27.40241283,7.371597747,55001088,2.908782817
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--infiniband--ulp--isert--ib_isert.ko-entry_point.cil.out.c,SVC,OK,20.62975725,20.66271437,49242112,OK,28.24460278,7.562848501,49057792,2.732133847
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--infiniband--ulp--isert--ib_isert.ko-entry_point.cil.out.c,SVC,OK,20.38303787,20.56845625,50176000,OK,28.60235404,7.656984925,49930240,2.686234392
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--irda--via-ircc.ko-entry_point.cil.out.c,SVC,OK,20.36199316,20.38386912,43229184,OK,26.42754102,8.317061003,44294144,2.450850019
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--bfa--bfa.ko-entry_point.cil.out.c,SVC,OK,20.02195567,20.06644571,118853632,OK,24.6854547,8.177670617,131248128,2.453809483
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--ath--ath5k--ath5k.ko-entry_point.cil.out.c,SVC,OK,19.52270987,19.95200156,83591168,OK,29.52876226,10.45241651,95924224,1.908841036
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--bfa--bfa.ko-entry_point.cil.out.c,SVC,OK,19.72783611,19.94178931,119681024,OK,24.9494032,8.343363935,134270976,2.390137775
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-3com-3c59x.cil.c,SVC,OK,19.6199362,19.73247964,47853568,OK,31.36099793,12.27483922,54198272,1.607555039
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--md--dm-thin-pool.ko-entry_point.cil.out.c,SVC,OK,19.61073652,19.63890016,48459776,OK,25.21305139,6.807308354,55689216,2.884972906
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,18.48525504,18.52795658,59236352,OK,26.79468792,16.82214214,58314752,1.101402926
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--fm10k--fm10k.ko-entry_point.cil.out.c,SVC,OK,18.30853618,18.33289891,68894720,OK,23.15908145,6.708052582,68530176,2.732968874
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,18.09220606,18.15109279,83173376,OK,26.82387612,10.55056136,91566080,1.720391188
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--misc--sgi-gru--gru.ko.cil.c,SVC,OK,17.93563023,18.10607006,59461632,OK,24.86557355,16.14258997,58433536,1.121633523
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.65624188,18.0036634,69853184,OK,21.99078315,19.00682572,75083776,0.9472209443
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.82027719,17.99407108,71262208,OK,24.02245601,18.31416522,77103104,0.9825220455
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,17.88876866,17.98701097,59219968,OK,25.68744559,16.42286635,58298368,1.095241878
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.61102064,17.84904989,81686528,OK,27.44689745,10.27899738,89034752,1.736458259
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.81424966,17.83710386,69033984,OK,23.61518469,19.27965165,74731520,0.9251777045
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.63310709,17.78908807,68788224,OK,23.76090434,18.03780089,74379264,0.9862115775
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--block--rsxx--rsxx.ko-entry_point.cil.out.c,SVC,OK,17.69698397,17.69403702,47030272,OK,25.93673305,7.901605455,46501888,2.239296446
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.6061878,17.65076642,44425216,OK,24.07112794,6.856714286,43896832,2.574230993
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.56492422,17.5973856,81588224,OK,26.65763323,9.659377373,89554944,1.82179295
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.43163883,17.58334667,44023808,OK,21.9212758,6.605650545,43495424,2.661864498
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.55427388,17.58035264,44122112,OK,23.45908642,6.820955561,43880448,2.577403193
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.45019018,17.48049163,83222528,OK,27.17932739,11.00329026,91561984,1.588660411
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--target--target_core_mod.ko-entry_point.cil.out.c,SVC,OK,17.41125411,17.45906421,157925376,OK,21.39195823,8.117073245,167743488,2.150906328
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--rndis_wlan.ko-entry_point.cil.out.c,SVC,OK,17.3686338,17.45776162,50823168,OK,20.91509334,5.730154726,59269120,3.046647508
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.30988974,17.40142126,81526784,OK,26.87421989,10.33874319,89219072,1.683127334
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--scsi--be2iscsi--be2iscsi.ko.cil.c,SVC,OK,17.30105536,17.32940145,66310144,OK,20.95405258,16.29306114,68235264,1.063606237
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.23913564,17.26902188,45858816,OK,22.53334028,6.652050937,45326336,2.596044746
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--rndis_wlan.ko-entry_point.cil.out.c,SVC,OK,16.95533046,16.97471403,50753536,OK,23.65732175,6.327505794,58683392,2.682686446
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--serial--io_edgeport.ko-entry_point.cil.out.c,SVC,OK,16.37440114,16.40179255,54591488,OK,20.36268474,5.97573719,67444736,2.744731241
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--target--target_core_mod.ko-entry_point.cil.out.c,SVC,OK,16.01756685,16.0438034,158158848,OK,19.22002552,7.43557258,166322176,2.157709205
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--hwmon--it87.ko-entry_point.cil.out.c,SVC,OK,15.68594739,15.78244091,79290368,OK,21.35105067,6.116164728,86323200,2.580447324
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.1147634,15.66431839,94175232,OK,18.45332773,5.993665067,107479040,2.613479102
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.44947831,15.57063356,92430336,OK,18.07597326,5.984390478,106381312,2.601874596
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,15.09843378,15.35643846,56991744,OK,21.03875466,12.93671144,56221696,1.18704344
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,14.97518992,15.25123663,56881152,OK,20.30925059,12.66339196,56209408,1.204356359
ldv-validator-v0.8/linux-stable-90a4845-1-110_1a-drivers--char--ipmi--ipmi_si.ko-entry_point_ldv-val-v0.8.cil.out.c,SVC,OK,15.09703504,15.13100889,42938368,OK,20.79572895,7.600336833,42708992,1.990833988
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,14.88557513,15.12887423,57118720,OK,20.7364513,12.87069668,56283136,1.175451073
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.0467712,15.10727664,91942912,OK,18.77483981,6.147016395,105742336,2.457660054
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.02327418,15.05006532,92233728,OK,17.94186058,5.909554618,108539904,2.546734279
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,14.85667354,14.89846549,94101504,OK,17.79150055,5.8959294,110055424,2.526907037
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--zd1211rw--zd1211rw.ko-entry_point.cil.out.c,SVC,OK,14.03118609,14.07849155,55558144,OK,18.27120353,6.707058016,60809216,2.099056176
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--net--ethernet--qlogic--qlge--qlge.ko-main.cil.out.c,SVC,OK,13.96438355,13.99125617,54079488,OK,26.4480046,11.36313667,53440512,1.231284686
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--zd1211rw--zd1211rw.ko-entry_point.cil.out.c,SVC,OK,13.6397709,13.73629853,56184832,OK,17.38864147,6.420476183,61083648,2.139451676
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--isp1760--isp1760.ko-entry_point.cil.out.c,SVC,OK,13.1518957,13.17916655,44789760,OK,23.37389161,7.097748673,44376064,1.856809414
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--tty--synclink_gt.ko-entry_point.cil.out.c,SVC,OK,13.12053333,13.14717252,48611328,OK,18.61875634,5.327208244,54124544,2.467929151
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--infiniband--hw--nes--iw_nes.ko-entry_point.cil.out.c,SVC,OK,13.10314496,13.12366656,91496448,OK,15.70945898,5.324047239,105857024,2.46497936
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--i2c--cx25840--cx25840.ko-entry_point.cil.out.c,SVC,OK,12.57931707,12.98760795,49917952,OK,16.42213999,4.901201581,63959040,2.649882429
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--media--i2c--cx25840--cx25840.ko-entry_point.cil.out.c,SVC,OK,12.72595632,12.97847952,49078272,OK,15.49310722,4.617651717,63115264,2.810623302
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--block--rbd.ko-entry_point.cil.out.c,SVC,OK,12.8208629,12.92261126,49786880,OK,16.37215942,4.765109726,58294272,2.711923124
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--marvell--skge.ko-entry_point.cil.out.c,SVC,OK,12.57239832,12.59822543,48549888,OK,15.12601631,4.254398194,48295936,2.961223856
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--tty--synclinkmp.ko-entry_point.cil.out.c,SVC,OK,12.40316517,12.48302902,48701440,OK,15.73326374,4.788550625,53039104,2.606849127
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--i2c--cx25840--cx25840.ko-entry_point.cil.out.c,SVC,OK,12.44953964,12.47766637,48857088,OK,17.46421598,5.01128977,63348736,2.48991117
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--block--rbd.ko-entry_point.cil.out.c,SVC,OK,12.37328867,12.4158757,50016256,OK,15.66942666,4.508278716,58368000,2.754016884
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--atm--idt77252.ko-entry_point.cil.out.c,SVC,OK,12.33874362,12.36174543,46784512,OK,15.72389947,4.472816008,46370816,2.763750043
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--atm--nicstar.ko-entry_point.cil.out.c,SVC,OK,12.24020912,12.26769654,44253184,OK,16.79240211,4.687478342,44015616,2.617120687
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--rtlwifi--rtl8192se--rtl8192se.ko-entry_point.cil.out.c,SVC,OK,12.00134108,12.03040051,59326464,OK,15.8503622,5.212937081,73867264,2.307796991
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--rtlwifi--rtl8192se--rtl8192se.ko-entry_point.cil.out.c,SVC,OK,11.8007014,11.83806975,58339328,OK,16.13989742,5.36818545,72396800,2.205227421
ldv-consumption/32_7a_cilled_linux-3.8-rc1-32_7a-drivers--net--ethernet--chelsio--cxgb4--cxgb4.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,11.71373967,11.83071046,62337024,OK,16.31659375,7.428548703,61329408,1.592600511
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--block--cciss.ko-entry_point.cil.out.c,SVC,OK,11.75356208,11.77918014,52412416,OK,17.17492309,5.423543316,57446400,2.171860618
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--xen--xen-pciback--xen-pciback.ko-entry_point.cil.out.c,SVC,OK,11.51303965,11.54727558,45830144,OK,15.05493527,4.342452946,50925568,2.659159633
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--staging--lustre--lustre--mdc--mdc.ko-entry_point.cil.out.c,SVC,OK,11.43591796,11.46552611,61534208,OK,14.43833201,4.260808923,71176192,2.690927079
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-media-usb-dvb-usb-v2-dvb-usb-mxl111sf.cil.c,SVC,OK,11.38403632,11.45667994,48234496,OK,15.92500177,4.897022991,53334016,2.339519329
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-media-usb-dvb-usb-v2-dvb-usb-mxl111sf.cil.c,SVC,OK,11.27863484,11.43953321,47566848,OK,16.18135702,4.992441147,51171328,2.291370668
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-media-usb-dvb-usb-v2-dvb-usb-mxl111sf.cil.c,SVC,OK,11.37259074,11.40768509,47824896,OK,17.42822037,5.248934638,54571008,2.173333425
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-media-usb-dvb-usb-v2-dvb-usb-mxl111sf.cil.c,SVC,OK,11.18699174,11.32876755,48353280,OK,15.51742003,4.838269459,53125120,2.341491652
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--pci--ttpci--dvb-ttpci.ko-entry_point.cil.out.c,SVC,OK,10.55171027,10.67785144,59453440,OK,13.43394045,3.999393732,63356928,2.669867524
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-ixgb-ixgb.cil.c,SVC,OK,10.54609193,10.56992093,51064832,OK,12.55895754,5.112844589,50573312,2.067326855
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-ixgb-ixgb.cil.c,SVC,OK,10.52805829,10.55811345,50343936,OK,12.81500459,5.046788753,49664000,2.092045847
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--pci--ttpci--dvb-ttpci.ko-entry_point.cil.out.c,SVC,OK,10.50582665,10.55014842,56995840,OK,12.56037102,3.699302493,62185472,2.851929098
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--host--r8a66597-hcd.ko-entry_point.cil.out.c,SVC,OK,9.953262153,9.982526867,42692608,OK,13.23308633,4.733766508,42274816,2.108791562
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--host--r8a66597-hcd.ko-entry_point.cil.out.c,SVC,OK,9.925760217,9.962385539,42688512,OK,13.7389108,4.86215549,42057728,2.048964818
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--advansys.ko-entry_point.cil.out.c,SVC,OK,9.840245925,9.870999582,50307072,OK,12.17414696,6.419667663,50376704,1.537618472
ldv-challenges/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-intel-ixgb-ixgb.cil.c,SVC,OK,9.812519648,9.831208174,50978816,OK,14.82175192,7.730021177,50409472,1.271821635
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--hid--hid-wiimote.ko.cil.c,SVC,OK,9.72818579,9.793059656,59613184,OK,14.30438879,4.287615282,59789312,2.284034134
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--hwmon--w83781d.ko-entry_point.cil.out.c,SVC,OK,9.609540721,9.752801571,52535296,OK,14.83037708,4.241100608,58556416,2.299592128
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-irda-via-ircc.cil.c,SVC,OK,9.432121841,9.656036916,44281856,OK,10.97113327,9.425133321,43753472,1.024498709
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-irda-via-ircc.cil.c,SVC,OK,9.429231005,9.629070476,44146688,OK,11.38788798,9.689193784,43888640,0.993794808
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--wlan-ng--prism2_usb.ko-entry_point.cil.out.c,SVC,OK,9.523834686,9.607202665,58818560,OK,12.52601579,4.262278542,64929792,2.254006295
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-irda-via-ircc.cil.c,SVC,OK,9.312251192,9.342661222,43499520,OK,11.51978504,9.534351871,42971136,0.9798947373
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--3w-9xxx.ko-entry_point.cil.out.c,SVC,OK,8.432048923,8.629499234,42835968,OK,12.01906488,4.402661259,46403584,1.960064317
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-dec-tulip-de4x5.cil.c,SVC,OK,8.452321362,8.53172752,52170752,OK,11.72690234,5.244855819,53559296,1.626684854
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--snic--snic.ko-entry_point.cil.out.c,SVC,OK,8.450808326,8.477224763,59174912,OK,12.87434278,4.946727282,69484544,1.713703683
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-irda-via-ircc.cil.c,SVC,OK,8.301770222,8.44296848,44281856,OK,9.687941855,7.607660197,43872256,1.109798317
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-dec-tulip-de4x5.cil.c,SVC,OK,8.378782422,8.408427324,51482624,OK,11.58178861,5.062607077,53039104,1.660888786
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--cisco--enic--enic.ko-entry_point.cil.out.c,SVC,OK,8.366365745,8.392274388,55644160,OK,10.67175771,3.545240307,55164928,2.367194791
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-irda-via-ircc.cil.c,SVC,OK,8.059129166,8.153908052,43446272,OK,12.76545711,5.634382,43102208,1.447169903
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-irda-via-ircc.cil.c,SVC,OK,8.02942745,8.122971587,44380160,OK,9.348135631,7.279647452,43765760,1.115846837
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--staging--ozwpan--ozwpan.ko.cil.c,SVC,OK,8.038791096,8.1075796,55820288,OK,18.17090679,5.488456086,54861824,1.47720588
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--hwmon--w83781d.ko-main.cil.out.c,SVC,OK,7.844434606,7.870115282,42635264,OK,10.97598248,3.100917018,48402432,2.537996095
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--ipw2x00--ipw2200.ko-entry_point.cil.out.c,SVC,OK,7.7332038,7.84005563,88166400,OK,12.45525713,5.743489236,95019008,1.365033572
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--ipw2x00--ipw2200.ko-entry_point.cil.out.c,SVC,OK,7.813162704,7.838652509,86884352,OK,11.3756261,5.362379118,93519872,1.461786333
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--platform--x86--thinkpad_acpi.ko-entry_point.cil.out.c,SVC,OK,7.763040497,7.79534951,76296192,OK,9.612199292,3.378953048,84307968,2.307031024
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--platform--x86--thinkpad_acpi.ko-entry_point.cil.out.c,SVC,OK,7.4574163,7.654740236,74858496,OK,9.612415986,3.369155349,82890752,2.272005723
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--ipw2x00--ipw2200.ko-entry_point.cil.out.c,SVC,OK,7.604017,7.637956318,86683648,OK,10.98982734,5.293142251,94035968,1.442990941
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--net--ethernet--qlogic--netxen--netxen_nic.ko.cil.c,SVC,OK,7.519769783,7.62308363,63815680,OK,10.01787297,6.23494158,62500864,1.222639143
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--libfc--libfc.ko-entry_point.cil.out.c,SVC,OK,7.367803159,7.453905268,60710912,OK,9.660822412,3.07038897,67338240,2.427674585
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-rtlwifi-rtl8192de-rtl8192de.cil.c,SVC,OK,7.136873844,7.368154829,77168640,OK,10.5485995,5.249111096,86192128,1.403695729
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-cisco-enic-enic.cil.c,SVC,OK,7.233693228,7.36733034,53325824,OK,9.576072166,5.869593181,52666368,1.255168819
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--rocker--rocker.ko-entry_point.cil.out.c,SVC,OK,6.885039696,7.200761618,50720768,OK,9.496333848,2.937269452,49938432,2.45151551
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-cisco-enic-enic.cil.c,SVC,OK,7.047895589,7.14048802,50954240,OK,8.965700168,5.466285325,50831360,1.306277956
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-rtlwifi-rtl8192de-rtl8192de.cil.c,SVC,OK,7.016130554,7.101032369,76783616,OK,10.53196338,5.422857918,86360064,1.309463105
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-media-usb-pwc-pwc.cil.c,SVC,OK,6.774733346,6.969545831,48476160,OK,8.777465806,4.320435029,51900416,1.613158347
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-media-usb-pwc-pwc.cil.c,SVC,OK,6.815992679,6.905434072,48697344,OK,8.414886407,4.111701018,51879936,1.679459193
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--rocker--rocker.ko-entry_point.cil.out.c,SVC,OK,6.85396367,6.877838973,50798592,OK,9.393538147,2.916002699,50069504,2.358653157
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--target--iscsi--iscsi_target_mod.ko-entry_point.cil.out.c,SVC,OK,6.777564346,6.806704743,119656448,OK,8.410560969,4.018920958,127074304,1.693664746
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--dec--tulip--de4x5.ko-entry_point.cil.out.c,SVC,OK,6.703123477,6.722696856,48709632,OK,9.403055577,3.745903298,48091136,1.794679766
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-rtlwifi-rtl8188ee-rtl8188ee.cil.c,SVC,OK,6.581170764,6.627641339,70934528,OK,9.794990721,4.395954993,80121856,1.507668152
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-qlogic-netxen-netxen_nic.cil.c,SVC,OK,6.518910092,6.593264102,62111744,OK,8.130837556,3.072535195,61177856,2.145870977
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-rtlwifi-rtl8188ee-rtl8188ee.cil.c,SVC,OK,6.46825926,6.577685583,69681152,OK,9.077874315,4.240312836,79544320,1.551226487
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-qlogic-netxen-netxen_nic.cil.c,SVC,OK,6.469750833,6.520989656,62365696,OK,8.009498864,3.006664058,61198336,2.168845448
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-rtlwifi-rtl8188ee-rtl8188ee.cil.c,SVC,OK,6.448225866,6.497512333,69533696,OK,9.0870501,4.25470123,79253504,1.527137155
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-rtlwifi-rtl8188ee-rtl8188ee.cil.c,SVC,OK,6.308570548,6.442025543,69718016,OK,9.146563673,4.278632747,79708160,1.50562713
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-qlogic-netxen-netxen_nic.cil.c,SVC,OK,6.242328078,6.320223118,61075456,OK,8.078471608,3.02420356,60133376,2.089880192
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--mmc--host--rtsx_pci_sdmmc.ko-entry_point.cil.out.c,SVC,OK,6.28391054,6.318773189,39559168,OK,8.480798779,2.398232363,39288832,2.634762705
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--vmxnet3--vmxnet3.ko-entry_point.cil.out.c,SVC,OK,6.161373862,6.186322888,49262592,OK,9.077295877,3.874360822,48693248,1.596733803
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-cisco-enic-enic.cil.c,SVC,OK,6.015990341,6.153944848,53436416,OK,7.43178892,4.412367304,52809728,1.394703664
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--usb--cpia2--cpia2.ko-entry_point.cil.out.c,SVC,OK,5.948751218,6.040662853,44548096,OK,8.835435443,2.752161883,44109824,2.194879193
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--realtek--r8169.ko-entry_point.cil.out.c,SVC,OK,6.00357892,6.027904357,53604352,OK,7.439582863,2.403389475,56930304,2.508084694
